Player,Team,Est_Possessions,O_BAPM,D_BAPM,Total_BAPM
Ryan Jackson Jr.,William & Mary,15.4,-4.4,-0.45,-4.85
Corey Sawyer Jr.,E Illinois,81.4,-15.08,10.23,-4.85
AJ Dancler,Le Moyne,437.1,4.96,-9.81,-4.85
Simeon Womack,Bethune,0.0,-5.89,1.03,-4.86
Evan Otten,Idaho St,256.3,-0.12,-4.74,-4.86
Sekou Kalle,E Illinois,26.8,-14.99,10.12,-4.87
Mabor Majak,Coastal,23.8,2.45,-7.33,-4.88
Dashon Gittens,FIU,335.8,-6.34,1.46,-4.88
Isaiah Rivera,DePaul,529.0,1.12,-6.01,-4.89
Trayvon Barbary,Bethune,11.0,-5.95,1.06,-4.89
Jonah Hinton,St Bonaventure,441.6,-9.27,4.37,-4.9
Kyle Frazier,William & Mary,81.4,-4.42,-0.48,-4.9
Andrew Welage,Wright St,102.6,4.85,-9.77,-4.92
Pasha Goodarzi,San José St,95.8,-4.67,-0.25,-4.92
Jarrell Love,Bethune,25.3,-5.95,1.03,-4.92
Robbie Avila,Saint Louis,546.6,-3.43,-1.5,-4.93
Justice Shoats,Siena,505.5,3.22,-8.15,-4.93
Devin Vanterpool,FAU,146.3,-0.9,-4.04,-4.94
Derek Simpson,Saint Joseph's,471.3,-6.93,1.98,-4.95
Ben Shtolzberg,Santa Barbara,175.5,-1.62,-3.33,-4.95
Kendal Coleman,CA Baptist,403.5,-6.86,1.91,-4.95
Kam Craft,Miami OH,407.1,-3.39,-1.57,-4.96
Kevin Kalu,UTEP,353.8,-0.72,-4.25,-4.97
Cam Morris III,UMass Lowell,363.4,2.29,-7.27,-4.98
Matúš Hronský,Duquesne,265.5,0.57,-5.55,-4.98
Mostapha El Moutaouakkil,Louisiana,387.4,-4.03,-0.96,-4.99
Jamie Bergens,Fairfield,437.6,-8.26,3.27,-4.99
Patrick Chew,Murray St,0.0,-7.02,2.02,-5.0
Ken Evans Jr.,FAU,407.2,-1.12,-3.89,-5.01
Christian Henry,E Michigan,479.2,-1.73,-3.28,-5.01
John McCrear,Murray St,0.0,-7.06,2.04,-5.02
Chiang Ring,Murray St,0.0,-7.05,2.03,-5.02
Reece Potter,Miami OH,318.8,-3.25,-1.77,-5.02
Trey Boggess,Murray St,0.0,-7.09,2.05,-5.04
Miles Hicks,William & Mary,2.0,-4.78,-0.27,-5.05
CJ Gunn,DePaul,464.3,0.75,-5.8,-5.05
Otis Frazier III,UTEP,420.3,-0.86,-4.19,-5.05
Steve Settle III,Temple,394.8,7.79,-12.84,-5.05
Christ Essandoko,Providence,71.0,-4.66,-0.4,-5.06
Evan Ipsaro,Miami OH,339.4,-3.26,-1.8,-5.06
Lazar Grbovic,E Illinois,27.6,-15.31,10.25,-5.06
David Terrell Jr.,UTEP,483.5,-0.74,-4.33,-5.07
"Wesley Cardet, Jr.",Providence,46.1,-4.74,-0.33,-5.07
Drey Carter,Wright St,14.0,4.6,-9.68,-5.08
Xavier Brown,James Madison,336.7,3.69,-8.77,-5.08
Divine Ugochukwu,Miami,291.9,4.41,-9.49,-5.08
Jakob Gibbs,Marshall,168.6,-3.14,-1.94,-5.08
Jean Aranguren,Hofstra,371.4,-9.58,4.49,-5.09
Jalil Bethea,Miami,243.1,4.48,-9.57,-5.09
Chol Marial,San José St,136.0,-4.95,-0.14,-5.09
Ryan Lafferty,St Thomas (MN),8.0,-1.22,-3.89,-5.11
Jayshayne Woodard,East Carolina,301.4,-1.12,-4.0,-5.12
Kobe Stewart,Presbyterian,443.7,1.55,-6.68,-5.13
Blake Daberkow,Idaho St,171.8,-0.6,-4.53,-5.13
Gibson Jimerson,Saint Louis,582.3,-3.82,-1.31,-5.13
Antwone Woolfolk,Miami OH,325.0,-3.7,-1.43,-5.13
Devon Barnes,UTEP,374.5,-0.87,-4.26,-5.13
Fidelis Okereke,Bakersfield,352.8,1.02,-6.16,-5.14
Connor Serven,Virginia Tech,21.4,-6.42,1.27,-5.15
Brant Byers,Miami OH,288.3,-3.28,-1.87,-5.15
Cade Gibbs,Marshall,75.4,-3.09,-2.07,-5.16
Justice Ajogbor,Saint Joseph's,440.1,-7.57,2.39,-5.18
Damari Monsanto,UTSA,455.0,-5.44,0.25,-5.19
Ashton Williamson,FIU,333.9,-6.6,1.4,-5.2
Tarik Watson,Marist,219.0,-4.95,-0.25,-5.2
Andre Mulibea,Coastal,9.5,1.94,-7.14,-5.2
Jackson Greene,Idaho St,203.3,-0.91,-4.3,-5.21
Kory Mincy,Presbyterian,428.7,1.33,-6.54,-5.21
C.J. Walker,East Carolina,383.1,-1.25,-3.98,-5.23
Chas Stinson,Stonehill,325.2,3.43,-8.66,-5.23
Zion Stanford,Temple,400.0,7.68,-12.91,-5.23
Elijah Saunders,Virginia,278.7,2.08,-7.31,-5.23
Jahsean Corbett,Duquesne,167.8,-0.03,-5.21,-5.24
Cam Hayes,East Carolina,414.3,-0.94,-4.3,-5.24
Kyle Jenkins,Fairfield,318.6,-8.55,3.3,-5.25
AJ Burgin,Idaho St,208.9,-0.95,-4.31,-5.26
Paul Djobet,Miami,117.2,4.14,-9.41,-5.27
Alston Andrews,Delaware St,348.6,-1.17,-4.11,-5.28
AJ Smith,James Madison,302.3,3.3,-8.59,-5.29
Marcus Hall,Green Bay,412.3,-2.8,-2.49,-5.29
Trevor Hennig,Weber St,464.3,-5.03,-0.28,-5.31
Jacob Cofie,Virginia,216.6,1.88,-7.19,-5.31
Viljami Vartiainen,Weber St,434.7,-4.85,-0.46,-5.31
Kareem Rozier,Duquesne,295.8,-0.11,-5.21,-5.32
Timaris Brown,IU Indy,70.7,2.71,-8.03,-5.32
Lamar Washington,Pacific,330.4,-0.87,-4.46,-5.33
Yuri Covington,UMass Lowell,385.2,1.84,-7.19,-5.35
Jared Garcia,Tulsa,207.5,-1.39,-3.96,-5.35
Zion Sensley,Santa Barbara,64.6,-2.17,-3.2,-5.37
Anton Bonke,Providence,3.5,-5.24,-0.13,-5.37
Raysean Seamster,UT Arlington,356.3,2.53,-7.92,-5.39
Keelan Steele,Maine,213.4,-4.62,-0.77,-5.39
Koat Keat Tong,Santa Barbara,54.0,-2.32,-3.08,-5.4
Eli DeLaurier,Providence,38.8,-5.29,-0.11,-5.4
Raymond Somerville,Delaware St,142.6,-1.48,-3.94,-5.42
Macon Emory,Delaware,259.1,2.21,-7.64,-5.43
Lance Ware,UT Arlington,374.6,2.48,-7.92,-5.44
Nolan Dorsey,Campbell,389.9,-0.7,-4.75,-5.45
Isaiah Barnes,Tulsa,471.2,-1.65,-3.82,-5.47
Corey Camper Jr.,UTEP,490.5,-1.71,-3.76,-5.47
Isaiah Swope,Saint Louis,557.5,-4.38,-1.1,-5.48
Stephon Roberts,Saint Peter's,329.7,-8.91,3.43,-5.48
Caleb Hannah,IU Indy,36.0,2.34,-7.83,-5.49
Colby Duggan,Campbell,351.1,-0.88,-4.62,-5.5
Layden Blocker,DePaul,445.4,0.07,-5.58,-5.51
Jonnivius Smith,UTSA,285.9,-6.08,0.57,-5.51
Asim Jones,FIU,274.8,-6.99,1.48,-5.51
Eddie Ricks III,James Madison,285.3,2.93,-8.45,-5.52
Evans Kipruto,Santa Barbara,78.0,-2.54,-3.0,-5.54
Dasear Haskins,Saint Joseph's,246.6,-8.06,2.52,-5.54
Nathan Dudukovich,IU Indy,4.0,2.26,-7.81,-5.55
Wyatt Fricks,Marshall,96.9,-3.75,-1.8,-5.55
Braeden Carrington,Tulsa,337.8,-1.56,-3.99,-5.55
Trey Miller,UT Rio Grande,333.7,-6.05,0.49,-5.56
Mekhi Cooper,Miami OH,358.2,-4.42,-1.15,-5.57
Ariel Bland,Santa Barbara,33.1,-2.57,-3.0,-5.57
Zaakir Williamson,Saint Peter's,191.6,-9.2,3.62,-5.58
Jonathan Aybar,FIU,345.7,-7.23,1.65,-5.58
Peyton Smith,Fairfield,215.2,-8.97,3.39,-5.58
Tarence Guinyard,UT Martin,257.0,5.28,-10.88,-5.6
Luke Anderson,Bellarmine,5.5,-10.17,4.57,-5.6
Bryson Dawkins,Hou Christian,377.0,-7.92,2.31,-5.61
Hermann Koffi,Stonehill,376.2,3.0,-8.62,-5.62
Trent Middleton Jr.,Delaware,212.8,1.98,-7.6,-5.62
Noah Bolanga,St Bonaventure,279.6,-10.23,4.61,-5.62
Blake Buchanan,Virginia,264.4,1.49,-7.12,-5.63
Javonte Johnson,CA Baptist,337.7,-8.0,2.37,-5.63
Anthony Robinson,Virginia,114.6,1.29,-6.94,-5.65
Logan Carey,Maine,127.7,-5.23,-0.45,-5.68
Jalin Billingsley,E Michigan,343.9,-2.29,-3.39,-5.68
Ian Smikle,Tulsa,335.6,-1.91,-3.78,-5.69
Michael Graham,Hofstra,296.2,-10.12,4.43,-5.69
Javontae Campbell,Bowling Green,441.7,-8.64,2.95,-5.69
Kiree Huie,Miami,100.1,3.33,-9.04,-5.71
Alex Tew,Weber St,230.8,-5.69,-0.03,-5.72
Kyle Brown,AR-Pine Bluff,257.3,-1.44,-4.32,-5.76
CJ Hardy,Bakersfield,337.6,0.54,-6.3,-5.76
Barrington Hargress,UC Riverside,531.9,2.67,-8.44,-5.77
Tyreck Morris,Saint Peter's,232.5,-9.35,3.58,-5.77
Sam Silverstein,CA Baptist,294.5,-8.5,2.72,-5.78
Corey Stephenson,Bakersfield,341.9,0.71,-6.51,-5.8
Javarzia Belton,Delaware St,66.9,-2.04,-3.77,-5.81
Jaden Grant,FIU,299.8,-7.86,2.05,-5.81
Erich Harding,Marshall,70.8,-4.29,-1.52,-5.81
Trevion LaBeaux,East Carolina,310.6,-2.02,-3.8,-5.82
Jeremiah Johnson,Green Bay,273.4,-3.83,-2.01,-5.84
Ryan Nutter,Marshall,30.3,-4.3,-1.54,-5.84
Ahamad Bynum,UTEP,208.1,-2.31,-3.53,-5.84
Luke Skaljac,Miami OH,214.6,-4.82,-1.05,-5.87
C.J. O'Hara,Green Bay,257.7,-4.37,-1.5,-5.87
Jackson Price,Marist,67.9,-6.11,0.22,-5.89
Kwo Agwa,UT Rio Grande,205.5,-6.54,0.65,-5.89
Trace Salton,Marist,124.7,-6.13,0.23,-5.9
Elijah Jones,UTEP,163.4,-2.46,-3.44,-5.9
Kai Spears,Marshall,69.2,-4.49,-1.42,-5.91
Nathan McGill,Stonehill,157.7,2.17,-8.1,-5.93
Theodore Pendergrass III,Delaware St,3.0,-2.34,-3.6,-5.94
Duane Thompson,St Bonaventure,82.6,-11.09,5.15,-5.94
Quentin Bolton,AR-Pine Bluff,219.3,-1.77,-4.18,-5.95
Caleb Surgers,Delaware St,63.2,-2.36,-3.6,-5.96
Ben Tweedy,Green Bay,390.7,-4.03,-1.93,-5.96
Kareem Watson,Delaware St,16.4,-2.39,-3.59,-5.98
Travis Roberts,Marist,146.0,-6.27,0.26,-6.01
Anthony Blunt,UMass Lowell,181.6,0.66,-6.68,-6.02
Adetokunbo Bakare,Saint Peter's,139.6,-10.0,3.97,-6.03
Tasos Cook,Campbell,325.6,-1.63,-4.42,-6.05
Yussif Basa-Ama,Miami,1.0,2.73,-8.79,-6.06
Randall Pettus II,N Kentucky,123.0,-1.32,-4.74,-6.06
Marvin McGhee III,Bakersfield,380.9,-0.03,-6.05,-6.08
Corey Perkins,Delaware St,69.0,-2.54,-3.54,-6.08
Xander Wedlow,St Bonaventure,33.8,-11.37,5.28,-6.09
Dean Shepherd,Delaware St,19.7,-2.6,-3.49,-6.09
Jaedyn Brown,Idaho St,5.4,-2.36,-3.74,-6.1
Parby Kabamba,Marist,58.7,-6.45,0.34,-6.11
Dominique Daniels Jr.,CA Baptist,305.5,-8.74,2.63,-6.11
Matt McCool,Marist,36.7,-6.46,0.34,-6.12
Elias Ralph,Pacific,329.0,-2.36,-3.77,-6.13
Shawn Simmons II,Saint Joseph's,71.9,-9.16,3.02,-6.14
Martin Kawa,Marist,85.6,-6.54,0.38,-6.16
Kadar Waller,Bakersfield,237.4,-0.03,-6.14,-6.17
Louis Bleechmore,Fairfield,260.5,-10.06,3.89,-6.17
Silas Sunday,Hofstra,163.2,-11.42,5.24,-6.18
Dante Wilcox,FIU,192.4,-8.33,2.15,-6.18
Caleb Mackrey,Marist,80.2,-6.64,0.45,-6.19
Tyshawn Archie,Tulsa,218.5,-2.72,-3.48,-6.2
Novak Perovic,Maine,53.8,-6.09,-0.13,-6.22
Miles Rose,St Bonaventure,15.7,-11.58,5.34,-6.24
Tahron Allen,Delaware,105.5,0.9,-7.15,-6.25
Dan Luers,Miami OH,53.8,-5.57,-0.69,-6.26
Taine Murray,Virginia,184.2,0.29,-6.56,-6.27
Jaylen Peterson,Presbyterian,233.9,-0.81,-5.47,-6.28
Tai'Reon Joseph,UTSA,290.8,-7.36,1.08,-6.28
Klemen Vuga,AR-Pine Bluff,203.0,-2.43,-3.85,-6.28
Dwayne Koroma,Le Moyne,330.1,2.54,-8.84,-6.3
JJ Traynor,DePaul,280.8,-1.34,-4.96,-6.3
Arne Osojnik,E Michigan,374.0,-3.42,-2.88,-6.3
Jamar Brown,Kansas City,415.4,-9.7,3.4,-6.3
Brendan Coyle,Siena,422.0,1.09,-7.4,-6.31
Justin Vander Baan,Lafayette,393.4,-5.42,-0.89,-6.31
Vlad Salaridze,UT Martin,97.6,4.06,-10.38,-6.32
Amir Nesbitt,Stonehill,170.3,1.53,-7.86,-6.33
Hubertas Pivorius,N Kentucky,81.3,-1.9,-4.43,-6.33
Elijah Walsh,Campbell,232.2,-2.16,-4.17,-6.33
Christian Moore,AR-Pine Bluff,311.2,-2.58,-3.76,-6.34
Yann Farell,East Carolina,202.9,-3.09,-3.26,-6.35
Raekwon Horton,UTSA,222.6,-7.76,1.41,-6.35
Houston Emory,Delaware,42.8,0.76,-7.12,-6.36
Isaac Munkadi,Fairfield,134.0,-10.43,4.06,-6.37
Kyrell Luc,Longwood,356.6,-0.42,-5.95,-6.37
Noah Williams,James Madison,101.0,1.5,-7.88,-6.38
Xzavier Lino,UMass Lowell,133.9,-0.02,-6.37,-6.39
Khalil Farmer,Hofstra,293.4,-11.45,5.05,-6.4
Elijah Fisher,Pacific,364.2,-2.75,-3.66,-6.41
Brody Robinson,UT Arlington,392.1,0.93,-7.35,-6.42
Cam Gregory,Campbell,364.1,-2.22,-4.2,-6.42
Kaleb Scott,Presbyterian,382.2,-0.57,-5.85,-6.42
Marshal Destremau,UT Rio Grande,164.1,-7.64,1.2,-6.44
Troy D'Amico,DePaul,447.9,-1.55,-4.89,-6.44
Ishan Sharma,Virginia,70.2,-0.12,-6.33,-6.45
Nate Fouts,Le Moyne,354.0,2.07,-8.53,-6.46
Elijah Gray,Temple,244.2,5.51,-11.99,-6.48
Martel Williams,CA Baptist,339.9,-9.38,2.88,-6.5
Marvin McGhee IV,Bakersfield,197.6,-0.65,-5.85,-6.5
Byron Joshua,UAlbany,477.5,1.15,-7.67,-6.52
Babatunde Durodola,Temple,258.8,5.37,-11.89,-6.52
TJ Gadsden,Hofstra,104.7,-11.84,5.31,-6.53
Justin Amadi,Tulsa,120.7,-3.41,-3.13,-6.54
Derick Hamilton,UTEP,105.7,-3.54,-3.02,-6.56
Caleb Murphy,UMass Lowell,25.5,-0.33,-6.23,-6.56
Gabe Moss,Delaware,6.0,0.33,-6.9,-6.57
Kevin Kogbara,Delaware,6.0,0.32,-6.9,-6.58
Bryce Darbyshire,N Kentucky,0.0,-2.38,-4.21,-6.59
Caleb Zurliene,Campbell,196.4,-2.49,-4.1,-6.59
Kentrell Garnett,Louisiana,458.2,-6.97,0.38,-6.59
Cesar Tchilombo,N Kentucky,3.0,-2.38,-4.21,-6.59
Kole Williams,FIU,199.3,-8.91,2.3,-6.61
Amari McCottry,Saint Louis,309.5,-6.55,-0.07,-6.62
George Pridgett Jr.,FIU,14.8,-9.16,2.54,-6.62
Eric Parnell,Hofstra,145.4,-11.98,5.35,-6.63
Eric Morgan Jr.,Saint Peter's,81.5,-10.93,4.3,-6.63
Travis Gray,FIU,23.0,-9.2,2.55,-6.65
Olumide Adelodun,Niagara,406.9,3.21,-9.86,-6.65
Aiden Tobiason,Temple,391.4,5.2,-11.86,-6.66
David Thomas,DePaul,329.2,-1.89,-4.77,-6.66
KJ Thomas,UTEP,102.1,-3.81,-2.85,-6.66
Jackson Kotecki,Miami OH,5.9,-6.26,-0.42,-6.68
Justin Taylor,James Madison,67.7,0.98,-7.67,-6.69
Bradey Henige,CA Baptist,101.9,-9.75,3.06,-6.69
Paulius Rapolis,N Kentucky,14.8,-2.51,-4.18,-6.69
Mike Walz,Richmond,313.2,-5.7,-1.0,-6.7
Tom Mark,Bakersfield,117.5,-1.1,-5.6,-6.7
Deon Perry,Fairfield,203.1,-10.98,4.28,-6.7
Deng Garang,Le Moyne,347.3,1.72,-8.44,-6.72
Darius Burford,UT Arlington,291.7,0.26,-6.98,-6.72
David Hermes,UTSA,252.9,-8.54,1.79,-6.75
Shane Dezonie,Temple,271.4,4.93,-11.68,-6.75
Carl Parrish,Presbyterian,199.6,-1.46,-5.3,-6.76
Baboucarr Njie,UTSA,197.9,-8.46,1.7,-6.76
Caleb Jones,AR-Pine Bluff,149.0,-3.31,-3.46,-6.77
Zeke Cook,Louisiana,267.7,-7.17,0.39,-6.78
Raphael Dumont,AR-Pine Bluff,148.6,-3.38,-3.4,-6.78
Mac Wrecke,Green Bay,244.6,-5.77,-1.03,-6.8
Nigel Burris,Weber St,354.3,-7.39,0.56,-6.83
Makuei Riek,Fairfield,47.8,-11.19,4.36,-6.83
Baylor Hebb,UTEP,123.5,-4.04,-2.81,-6.85
Colby Garland,Longwood,367.0,-0.94,-5.91,-6.85
Jaden Jackson,S Dakota St,279.8,0.43,-7.29,-6.86
Jaquan Sanders,Hofstra,58.1,-12.43,5.57,-6.86
Michael Thomas,Louisiana,307.1,-7.16,0.3,-6.86
NJ Benson,DePaul,125.3,-2.3,-4.56,-6.86
Joshua DeCady,Hofstra,47.8,-12.41,5.54,-6.87
Blake Harper,Howard,457.9,-2.84,-4.03,-6.87
Ebenezer Dowuona,James Madison,49.1,0.62,-7.5,-6.88
Nemanja Sarenac,Weber St,183.1,-7.61,0.72,-6.89
Jaden Alexander,Bakersfield,82.5,-1.29,-5.6,-6.89
Michael Rogan,Fairfield,13.0,-11.32,4.43,-6.89
Jamahri Harvey,Presbyterian,340.4,-1.76,-5.15,-6.91
Kyrone Alexander,Boston U,363.1,-1.18,-5.73,-6.91
Birima Seck,Fairfield,3.0,-11.4,4.46,-6.94
Cyr Malonga,East Carolina,22.4,-4.17,-2.78,-6.95
Jesaiah McWright,Tulsa,193.0,-4.07,-2.88,-6.95
Peyton Rogers,Hou Christian,351.5,-10.12,3.17,-6.95
Jaylen Washington,UT Rio Grande,146.2,-8.45,1.49,-6.96
Reid Cason,East Carolina,46.4,-4.2,-2.77,-6.97
Zachary Reinhart,AR-Pine Bluff,138.9,-3.6,-3.37,-6.97
Amar'e Marshall,UAlbany,445.4,0.31,-7.29,-6.98
Eric Van Der Heijden,Campbell,175.7,-3.39,-3.59,-6.98
Preston Ruedinger,Green Bay,232.6,-6.13,-0.85,-6.98
Quadir Pettaway,Presbyterian,157.4,-1.91,-5.07,-6.98
Ryan Wade,Green Bay,270.4,-5.84,-1.14,-6.98
Isaiah Moses,UC Riverside,478.5,0.66,-7.64,-6.98
Miles Brewster,Boston U,343.6,-1.54,-5.45,-6.99
Trent McLaughlin,N Arizona,487.6,-2.17,-4.83,-7.0
Tybo Bailey,East Carolina,29.3,-4.24,-2.76,-7.0
Will Lovings-Watts,James Madison,26.8,0.44,-7.44,-7.0
K.T. Raimey,UT Rio Grande,111.3,-8.65,1.62,-7.03
Neal Marquardt,Stonehill,12.5,0.29,-7.33,-7.04
Trey Fort,Samford,428.4,2.43,-9.47,-7.04
Adam Moussa,CA Baptist,145.2,-10.3,3.25,-7.05
Alex Bates IV,Stonehill,56.7,0.27,-7.32,-7.05
Diante Smith,UT Arlington,230.4,-0.09,-6.97,-7.06
Pearse McGuinn,Stonehill,37.3,0.31,-7.37,-7.06
Kacper Klaczek,UAlbany,438.8,0.21,-7.27,-7.06
Iverson King,Presbyterian,317.0,-1.88,-5.19,-7.07
Christian Wright,Louisiana,336.9,-7.65,0.58,-7.07
Dante Sawyer,AR-Pine Bluff,206.4,-3.83,-3.24,-7.07
KiJan Robinson,Hofstra,14.9,-12.77,5.7,-7.07
John Shanu II,E Michigan,175.5,-5.16,-1.92,-7.08
Major Freeman,Siena,436.4,-0.44,-6.66,-7.1
DaCannon Wickware,UTEP,0.0,-4.5,-2.61,-7.11
Redd Thompson Jr.,James Madison,3.0,0.22,-7.33,-7.11
Alex Chaikin,Lafayette,332.0,-6.64,-0.48,-7.12
Bencao Vungo,East Carolina,10.8,-4.47,-2.65,-7.12
Brandyn Talbot,UT Arlington,241.6,-0.41,-6.73,-7.14
Kalen Garry,S Dakota St,345.6,0.08,-7.24,-7.16
Matthew Mors,S Dakota St,321.7,-0.11,-7.05,-7.16
Petar Krivokapic,Pacific,234.1,-3.93,-3.23,-7.16
Toby Nnadozie,Coppin St,480.3,-6.78,-0.39,-7.17
Tayshawn Comer,Evansville,435.0,-5.07,-2.1,-7.17
Kesean Shillingford,Stonehill,5.0,0.05,-7.23,-7.18
Jake TenBerge,Stonehill,1.0,0.06,-7.24,-7.18
Matt Reed,Tulsa,19.0,-4.51,-2.69,-7.2
Matteo Picarelli,Temple,224.8,4.04,-11.26,-7.22
Jaye Nash,Tulsa,1.0,-4.57,-2.66,-7.23
Reed Bailey,Davidson,586.4,-2.46,-4.78,-7.24
Declan Cutler,Weber St,184.0,-8.14,0.9,-7.24
Kalu Anya,Saint Louis,341.4,-7.54,0.3,-7.24
Stoney Hadnot,S Dakota St,224.2,-0.1,-7.15,-7.25
Quante Berry,Temple,220.9,4.12,-11.38,-7.26
Kobe Johnson,Saint Louis,501.2,-7.52,0.26,-7.26
Josiah Davis,Niagara,370.5,2.13,-9.4,-7.27
Peter Carey,Siena,203.6,-0.87,-6.4,-7.27
Vasilije Vucinic,Weber St,104.8,-8.19,0.91,-7.28
Jeremiah Evans,Louisiana,91.3,-8.12,0.84,-7.28
Jaden Wells,UT Arlington,152.0,-0.68,-6.6,-7.28
AJ Braun,CA Baptist,151.0,-10.61,3.33,-7.28
Yusuf Jihad,E Michigan,97.7,-5.38,-1.9,-7.28
Michael Christmas,Longwood,414.1,-1.57,-5.72,-7.29
Connor Turnbull,Evansville,303.8,-5.31,-1.99,-7.3
Cameron Clark,Bakersfield,42.8,-2.02,-5.29,-7.31
Kris Keinys,Pacific,109.1,-4.37,-2.95,-7.32
Andrija Bukumirovic,UT Martin,190.6,2.24,-9.56,-7.32
Dillon Tingler,E Michigan,191.7,-5.47,-1.85,-7.32
D'Aundre Samuels,Hou Christian,224.5,-11.1,3.78,-7.32
Landon Johnson,AR-Pine Bluff,40.1,-4.29,-3.03,-7.32
Triston Wilson,Presbyterian,120.9,-2.53,-4.79,-7.32
Dusan Neskovic,Richmond,299.8,-6.69,-0.64,-7.33
Trent Johnson,Hou Christian,184.1,-10.93,3.59,-7.34
Devontae Blanton,E Kentucky,347.2,1.17,-8.52,-7.35
Brandon Hardy,Louisiana,260.4,-8.03,0.68,-7.35
Shakir Odunewu,Bakersfield,18.0,-2.15,-5.2,-7.35
DeMarr Langford Jr.,UAlbany,395.5,-0.76,-6.6,-7.36
Jefferson Koulibaly,Pacific,253.6,-4.6,-2.77,-7.37
Joe Sayler,S Dakota St,395.2,-0.09,-7.28,-7.37
Modestas Kancleris,UIC,236.9,-5.25,-2.12,-7.37
Chop Paljor,AR-Pine Bluff,68.0,-4.38,-3.0,-7.38
Kyran Ratliff,Louisiana,180.8,-8.05,0.65,-7.4
Dillon Battie,Temple,91.8,3.87,-11.28,-7.41
B. Artis White,Richmond,359.6,-6.75,-0.66,-7.41
Ben Defty,Boston U,186.3,-2.34,-5.07,-7.41
Mikkel Tyne,Richmond,399.9,-6.98,-0.45,-7.43
Brantly Stevenson,CA Baptist,9.9,-11.07,3.63,-7.44
Jonathan Griman,CA Baptist,0.5,-11.08,3.64,-7.44
Mouhamadou Dioum,CA Baptist,45.7,-11.02,3.58,-7.44
Nazar Mahmoud,UTSA,8.5,-9.63,2.18,-7.45
Jalen Dollar,CA Baptist,2.0,-11.08,3.63,-7.45
Porter Bazil,Hou Christian,236.7,-11.35,3.88,-7.47
Obi Agbim,Wyoming,474.2,-0.28,-7.19,-7.47
London Fields,Louisiana,133.1,-8.32,0.85,-7.47
Elijah Brooks,Hou Christian,330.9,-10.83,3.34,-7.49
Julian Mackey,Hou Christian,279.6,-11.11,3.62,-7.49
Afan Trnka,UT Martin,243.7,2.09,-9.58,-7.49
Jazz Gardner,Pacific,201.0,-4.85,-2.65,-7.5
Connor Kochera,Davidson,569.5,-2.65,-4.85,-7.5
Jacob Meyer,DePaul,95.2,-3.3,-4.21,-7.51
Saadiq Moore,Weber St,118.8,-8.6,1.09,-7.51
Jackson Fazande,UTSA,0.0,-9.73,2.21,-7.52
Nate Pickens,UC Riverside,440.3,0.22,-7.75,-7.53
LJ Brown,UTSA,0.0,-9.75,2.22,-7.53
Mustafo Vanjov,UT Rio Grande,33.0,-9.51,1.98,-7.53
Marcus Johnson,Bowling Green,441.9,-11.76,4.2,-7.56
Zach Gonsoulin,UTSA,0.0,-9.8,2.24,-7.56
Reid Ducharme,Siena,97.2,-1.47,-6.1,-7.57
Kade Douglas,UT Arlington,176.8,-1.33,-6.24,-7.57
Cameron Jackson,UT Arlington,80.4,-1.19,-6.39,-7.58
Fadi Mougharbel,UT Rio Grande,5.0,-9.56,1.97,-7.59
Anthony Sellars,AR-Pine Bluff,2.0,-4.72,-2.87,-7.59
Elijah Tucker,Longwood,296.1,-2.15,-5.45,-7.6
Tajae Jones,Siena,169.0,-1.58,-6.02,-7.6
Robby Carmody,Le Moyne,175.3,0.22,-7.84,-7.62
Yonatan Levy,Green Bay,131.7,-7.06,-0.57,-7.63
Tyem Freeman,UIC,269.6,-5.62,-2.01,-7.63
RJ Nance,UT Rio Grande,14.0,-9.66,2.02,-7.64
Melvyn Ebonkoli,Kansas City,327.2,-12.2,4.55,-7.65
Marko Sarenac,Weber St,6.0,-8.9,1.25,-7.65
Rafael Castro,G Washington,509.0,1.01,-8.66,-7.65
Khali Horton,Coppin St,309.8,-7.68,0.02,-7.66
Angelo Brizzi,Longwood,343.4,-2.25,-5.41,-7.66
Dennis Asoro,AR-Pine Bluff,19.9,-4.85,-2.81,-7.66
Jack Collins,Monmouth,479.9,1.53,-9.19,-7.66
Josh Holloway,Samford,349.2,1.28,-8.95,-7.67
Derrick Butler,Bowling Green,442.4,-12.3,4.62,-7.68
Foster Wonders,Green Bay,121.1,-7.2,-0.48,-7.68
Godslove Nwabude,E Michigan,14.4,-6.13,-1.55,-7.68
Derrius Ward,Coppin St,335.5,-7.79,0.1,-7.69
Owen Larson,S Dakota St,201.6,-0.91,-6.78,-7.69
Gavin Walsh,Binghamton,393.2,-7.69,-0.01,-7.7
Terren Frank,Campbell,39.8,-4.56,-3.14,-7.7
Chris Riddle,DePaul,56.3,-3.75,-3.95,-7.7
Devin Brafford,Siena,124.6,-1.7,-6.01,-7.71
Jamal Mashburn Jr.,Temple,67.4,3.31,-11.03,-7.72
David Skogman,DePaul,25.8,-3.76,-3.96,-7.72
Ocypher Owens,Le Moyne,211.1,0.17,-7.9,-7.73
Babacar Diallo,Kansas City,353.3,-12.2,4.47,-7.73
Will Amica,Le Moyne,178.2,-0.04,-7.7,-7.74
Adante' Holiman,GA Southern,467.1,-5.86,-1.91,-7.77
Julian Lewis,E Michigan,11.4,-6.26,-1.52,-7.78
CJ Huntley,App State,401.4,-7.37,-0.41,-7.78
