Player,PPG,Assigned_Team
Cyril Arvanitis,0.7,Robert Morris
Tariq Francis,17.0,Rutgers
Dylan Grant,9.5,Rutgers
Darren Buchanan Jr.,8.1,Rutgers
Jamichael Davis,7.5,Rutgers
Harun Zrno,6.5,Rutgers
Kaden Powers,6.1,Rutgers
Angelino Mark,5.9,Rutgers
Emmanuel Ogbole,4.7,Rutgers
Denis Badalau,3.1,Rutgers
Christopher Nwuli,2.2,Rutgers
Bryce Dortch,2.1,Rutgers
Baye Fall,0.6,Rutgers
Gevonte Ware,0.3,Rutgers
Prophet Johnson,18.2,Sacramento State
Mikey Williams,17.1,Sacramento State
Jeremiah Cherry,15.5,Sacramento State
Jahni Summers,9.9,Sacramento State
Mark Lavrenov,9.9,Sacramento State
Arman Madi,7.0,Sacramento State
Jayden Teat,6.0,Sacramento State
Shaqir O'Neal,5.3,Sacramento State
MaTaj Glover,4.5,Sacramento State
Brandon Gardner,4.1,Sacramento State
Romari Robinson,1.8,Sacramento State
Jeremiah Nyarko,0.8,Sacramento State
Isaiah Bronson,0.7,Sacramento State
Anquan Hill,17.6,Sacred Heart
Nyle Ralph-Beyer,14.2,Sacred Heart
Dashon Gittens,13.5,Sacred Heart
Yann Farell,11.8,Sacred Heart
Mekhi Conner,7.6,Sacred Heart
Abdou Yadd,6.2,Sacred Heart
Jaden Slaughter,5.3,Sacred Heart
Jeremiah Jacobs,4.0,Sacred Heart
Fallou Gueye,3.2,Sacred Heart
Taj Bryant,3.2,Sacred Heart
Lucius Gibson-Savadel,2.1,Sacred Heart
Malik Sheppard,0.7,Sacred Heart
Alex Woodring,0.0,Sacred Heart
Skylar Wicks,17.8,Saint Francis Pa
Zion Russell,12.4,Saint Francis Pa
Chris Moncrief,9.5,Saint Francis Pa
Ahmad Harrison,8.2,Saint Francis Pa
Gestin Liberis,7.3,Saint Francis Pa
Victor Payne,6.8,Saint Francis Pa
Ralph Martino Jr.,6.7,Saint Francis Pa
Paris Papadatos,4.6,Saint Francis Pa
Cameron Tweedy,3.7,Saint Francis Pa
Trey Weiand,2.5,Saint Francis Pa
Brandon Russell,2.1,Saint Francis Pa
KJ Swain,2.0,Saint Francis Pa
Ryen Gresko,2.0,Saint Francis Pa
Carson Rhodes,1.0,Saint Francis Pa
Melvin Weaver III,0.7,Saint Francis Pa
Brandon Rabish,0.0,Saint Francis Pa
Deuce Jones,15.8,Saint Josephs
Jaiden Glover,15.7,Saint Josephs
Derek Simpson,13.8,Saint Josephs
Dasear Haskins,11.1,Saint Josephs
Austin Williford,7.8,Saint Josephs
Justice Ajogbor,6.5,Saint Josephs
Anthony Finkley,5.4,Saint Josephs
Khaafiq Myers,5.1,Saint Josephs
Jaden Smith,2.8,Saint Josephs
Steven Solano,1.9,Saint Josephs
Al Amadou,1.4,Saint Josephs
Mekai Johnson,1.2,Saint Josephs
Will Lange,0.8,Saint Josephs
Kevin Kearney,0.6,Saint Josephs
Billy Rayer,0.5,Saint Josephs
Robbie Avila,12.8,Saint Louis
Dion Brown,11.3,Saint Louis
Trey Green,10.7,Saint Louis
Amari McCottry,10.5,Saint Louis
Kellen Thames,9.7,Saint Louis
Ishan Sharma,9.1,Saint Louis
Quentin Jones,9.1,Saint Louis
Brady Dunlap,7.0,Saint Louis
Paul Otieno,5.3,Saint Louis
Jax Kerr,2.8,Saint Louis
Cam Hutson,1.8,Saint Louis
Isaac Holmes,0.8,Saint Louis
Jaden Schertz,0.6,Saint Louis
Paulius Murauskas,18.4,Saint Marys Ca
Mikey Lewis,13.9,Saint Marys Ca
Joshua Dent,13.2,Saint Marys Ca
Andrew McKeever,8.2,Saint Marys Ca
Dillan Shaw,7.5,Saint Marys Ca
Liam Campbell,4.9,Saint Marys Ca
Harry Wessels,4.8,Saint Marys Ca
Tony Duckett,3.1,Saint Marys Ca
Rory Hawke,2.4,Saint Marys Ca
Mantas Juzenas,2.1,Saint Marys Ca
Kevin Gad,1.4,Saint Marys Ca
Cade Bennett,1.0,Saint Marys Ca
Oliver Faubert,0.2,Saint Marys Ca
Brent Bland,13.9,Saint Peters
Bryce Eaton,11.1,Saint Peters
TJ Robinson,9.6,Saint Peters
Zaakir Williamson,8.6,Saint Peters
Jahki Gupton,7.8,Saint Peters
Lucas Scroggins,5.8,Saint Peters
Adetokunbo Bakare,4.4,Saint Peters
Elijah Perkins,3.9,Saint Peters
Eric Morgan Jr.,3.8,Saint Peters
Shaedon Simpson,3.3,Saint Peters
J'Quan Ewing,3.1,Saint Peters
Bol Agu,2.7,Saint Peters
Robert Wilmote,2.0,Saint Peters
Po'Boigh King,13.7,Sam Houston State
Jacob Walker,11.5,Sam Houston State
Veljko Ilic,11.4,Sam Houston State
Kashie Natt,10.8,Sam Houston State
Isaiah Manning,10.7,Sam Houston State
Justin Begg,9.5,Sam Houston State
Jacobe Coleman,8.7,Sam Houston State
Damon Nicholas Jr.,8.6,Sam Houston State
Jaxson Ford,3.7,Sam Houston State
CJ Beaumont,3.3,Sam Houston State
Matt Dann,3.3,Sam Houston State
Cheikh Ndiaye,0.0,Sam Houston State
Jadin Booth,21.6,Samford
Dylan Faulkner,17.2,Samford
Keaton Norris,10.0,Samford
Cade Norris,8.9,Samford
Isaiah Campbell-Finch,7.4,Samford
Kam Martin,5.7,Samford
Zach Lamey,4.6,Samford
Zion Willburn,4.6,Samford
Jaxon Pollard,3.2,Samford
Will Shaver,2.7,Samford
Judson Bjornstad,2.3,Samford
Caleb Harrison,1.5,Samford
Corey Brown,0.8,Samford
Reese Dixon-Waters,13.1,San Diego State
BJ Davis,10.8,San Diego State
Miles Byrd,10.4,San Diego State
Magoon Gwath,8.9,San Diego State
Elzie Harrington,8.0,San Diego State
Pharaoh Compton,7.5,San Diego State
Tae Simmons,5.8,San Diego State
Miles Heide,5.6,San Diego State
Taj DeGourville,5.5,San Diego State
Jeremiah Oden,4.6,San Diego State
Sean Newman Jr.,3.3,San Diego State
Cam Lawin,2.2,San Diego State
Raymar Gonzales,0.5,San Diego State
Thokbor Majak,0.3,San Diego State
Ty-Laur Johnson,14.6,San Diego
Toneari Lane,11.3,San Diego
Juan Sebastian Gorosito,10.5,San Diego
Adrian McIntyre,9.8,San Diego
Tim Moore,6.6,San Diego
Vuk Boskovic,6.1,San Diego
Assane Diop,5.7,San Diego
Dominique Ford,5.6,San Diego
Darrae Goodwin,4.7,San Diego
Gavin Ripp,4.1,San Diego
Brandon Benjamin,2.7,San Diego
Alejandro Aviles,2.6,San Diego
Piotr Winkowski,1.9,San Diego
Caleb Versher,1.7,San Diego
Josh Hecht,1.1,San Diego
Neel Beniwal,0.8,San Diego
Emmanuel Callas,0.7,San Diego
Nick Del Bosque,0.0,San Diego
Ryan Beasley,13.6,San Francisco
David Fuchs,12.7,San Francisco
Tyrone Riley IV,12.2,San Francisco
Junjie Wang,8.5,San Francisco
Legend Smiley,8.1,San Francisco
Mookie Cook,7.6,San Francisco
Vukasin Masic,5.3,San Francisco
Guillermo Diaz Graham,5.2,San Francisco
Veniamin Abosi,5.0,San Francisco
Saba Gigiberia,2.1,San Francisco
Weilun Zhao,1.2,San Francisco
Aidan Braccia,0.8,San Francisco
Sean Blakely,0.4,San Francisco
Colby Garland,20.3,San Jose State
Yaphet Moundi,12.5,San Jose State
Ben Roseborough,12.0,San Jose State
Jermaine Washington,11.5,San Jose State
Adrian Myers,11.1,San Jose State
Melvin Bell Jr.,8.7,San Jose State
Pasha Goodarzi,8.2,San Jose State
Sadraque Nganga,7.8,San Jose State
JaVaughn Hannah,7.5,San Jose State
Marcus Overstreet,2.8,San Jose State
Japhet Moupadele,2.7,San Jose State
Eren Karakaya,1.8,San Jose State
Jaden Goodall,1.7,San Jose State
Douglas Langford,1.6,San Jose State
Christian Hammond,15.6,Santa Clara
Elijah Mahi,14.1,Santa Clara
Allen Graves,11.8,Santa Clara
Aleksandar Gavalyugov,9.0,Santa Clara
Bukky Oboye,7.9,Santa Clara
Brenton Knapper,7.5,Santa Clara
Jake Ensminger,6.5,Santa Clara
Thierry Darlan,6.1,Santa Clara
KJ Cochran,4.7,Santa Clara
Brendan Yarusso,2.0,Santa Clara
Francis Chukwudebelu,1.4,Santa Clara
Juan Reyna,0.0,Santa Clara
Brayden Maldonado,14.7,Seattle
Will Heimbrodt,12.3,Seattle
Jun Seok Yeo,12.0,Seattle
Austin Maurer,7.2,Seattle
John Christofilis,6.5,Seattle
Jojo Murphy,5.9,Seattle
Houran Dan,5.7,Seattle
Yuto Kawashima,5.0,Seattle
Maleek Arington,4.7,Seattle
Ray Adams,3.2,Seattle
Brock Felder,3.1,Seattle
Miles Amos,1.8,Seattle
Stratos Papastavrou,0.5,Seattle
Adam Clark,12.7,Seton Hall
A.J. Staton-McCray,11.8,Seton Hall
TJ Simpkins,9.7,Seton Hall
Mike Williams III,7.0,Seton Hall
Elijah Fisher,6.6,Seton Hall
Najai Hines,6.5,Seton Hall
Stephon Payne III,5.9,Seton Hall
Trey Parker,4.3,Seton Hall
Josh Rivera,3.3,Seton Hall
Jacob Dar,3.2,Seton Hall
Jahseem Felton,1.7,Seton Hall
Godswill Erheriene,0.8,Seton Hall
Assane Mbaye,0.0,Seton Hall
David Gabriel,0.0,Seton Hall
Gavin Doty,18.0,Siena
Justice Shoats,13.1,Siena
Francis Folefac,11.3,Siena
Tasman Goodrick,9.7,Siena
Brendan Coyle,8.7,Siena
Antonio Chandler,7.3,Siena
Christian Jones,4.2,Siena
Riley Mulvey,3.9,Siena
Isaiah Henderson,3.8,Siena
Owen Schlager,2.8,Siena
Tajae Jones,1.3,Siena
Marcus Jackson,0.5,Siena
Chris Torres,0.3,Siena
Cooper Nadler,0.0,Siena
Danny Murray,0.0,Siena
Mosi Clayton,0.0,Siena
Chaze Harris,19.2,South Alabama
Adam Olsen,16.7,South Alabama
Peyton Law,12.8,South Alabama
Jayden Cooper,11.3,South Alabama
Stephen Williams,6.4,South Alabama
Randy Brady,5.5,South Alabama
Hantz Louis-Jeune,5.1,South Alabama
JJ Wheat,3.6,South Alabama
Brian Hawthorne,2.7,South Alabama
John Broom,2.2,South Alabama
Maxwell Land,0.8,South Alabama
Jayden Johnson,13.4,South Carolina State
Owen Bronston Jr.,10.3,South Carolina State
Noah Treadwell,9.4,South Carolina State
Cameron Clark,8.2,South Carolina State
James Morrow,7.7,South Carolina State
Christopher Parker,7.0,South Carolina State
Florian Tenebay,7.0,South Carolina State
Rayniel Wright,3.3,South Carolina State
D'Shay Wright,3.1,South Carolina State
Colin McKenzie,2.7,South Carolina State
Derwin Hodge,2.5,South Carolina State
Teon Tindal,2.5,South Carolina State
Jamal Miles,1.7,South Carolina State
Tim Okojie,1.2,South Carolina State
Karmani Gregory,15.6,South Carolina Upstate
Mason Bendinger,14.4,South Carolina Upstate
Carmelo Adkins,13.5,South Carolina Upstate
Learic Davis,8.3,South Carolina Upstate
Breylin Garcia,6.7,South Carolina Upstate
Isaiah Skinner,5.1,South Carolina Upstate
Jafeth Martinez,4.6,South Carolina Upstate
Nic Book,4.6,South Carolina Upstate
Tyler Smith,4.4,South Carolina Upstate
CJ Rich,3.3,South Carolina Upstate
Kanye Jones,2.6,South Carolina Upstate
Chico Johnson,2.4,South Carolina Upstate
Coen Collier,1.8,South Carolina Upstate
Meechie Johnson Jr.,17.2,South Carolina
Mike Sharavjamts,10.9,South Carolina
Kobe Knox,10.8,South Carolina
Elijah Strong,10.0,South Carolina
Eli Ellis,8.6,South Carolina
Myles Stute,5.6,South Carolina
Nordin Kapic,3.9,South Carolina
Grant Polk,3.8,South Carolina
EJ Walker,2.9,South Carolina
Jordan Butler,2.8,South Carolina
Hayden Assemian,2.4,South Carolina
Christ Essandoko,2.0,South Carolina
Eli Sparkman,0.5,South Carolina
Joe Sayler,14.5,South Dakota State
Damon Wilkinson,13.9,South Dakota State
Jaden Jackson,12.3,South Dakota State
Kalen Garry,10.7,South Dakota State
Matthew Mors,8.4,South Dakota State
Trey Buchanan,7.3,South Dakota State
Alec Squires,4.6,South Dakota State
Bubz Alvarez,4.5,South Dakota State
Luke Haertle,3.8,South Dakota State
Jaden Rogers,2.2,South Dakota State
Andrell Burton Jr.,1.8,South Dakota State
Caleb Delzell,1.4,South Dakota State
Jadyn Cascio Jensen,0.7,South Dakota State
Isaac Bruns,20.8,South Dakota
Cameron Fens,14.4,South Dakota
Jordan Crawford,14.4,South Dakota
Uzziah Buntyn,12.1,South Dakota
Shey Eberwein,7.7,South Dakota
Jesse Mcintosh,7.5,South Dakota
Vince Buzelis,7.1,South Dakota
Porter Ihnen,5.0,South Dakota
Silas Bennion,4.8,South Dakota
Ethan Kizer,4.0,South Dakota
Trent Hudgens Jr.,2.8,South Dakota
Evan Anderson,2.7,South Dakota
Jake Brack,2.2,South Dakota
Caleb Kizer,1.1,South Dakota
Ashton Smith,0.5,South Dakota
Wes Enis,16.4,South Florida
Izaiyah Nelson,15.9,South Florida
Joseph Pinion,14.6,South Florida
Josh Omojafo,11.3,South Florida
CJ Brown,10.9,South Florida
Isaiah Jones,4.5,South Florida
Gavin Hightower,4.1,South Florida
Daimion Collins,4.0,South Florida
Adriel Nyorha,3.7,South Florida
Devin Haid,3.3,South Florida
Caleb Sanders,2.8,South Florida
Xavier Brown,2.7,South Florida
Tristan Beckford,2.6,South Florida
Onyx Nnani,0.0,South Florida
Luke Almodovar,14.1,Southeast Missouri State
Braxton Stacker,11.8,Southeast Missouri State
Brendan Terry,11.3,Southeast Missouri State
BJ Ward,10.9,Southeast Missouri State
Marqueas Bell,9.1,Southeast Missouri State
Landren Blocker,5.2,Southeast Missouri State
Troy Cole Jr.,4.2,Southeast Missouri State
Elliot Lowndes,2.5,Southeast Missouri State
PJ Farmer,1.9,Southeast Missouri State
David Idada,1.8,Southeast Missouri State
Blaize Sagna,1.5,Southeast Missouri State
Jay Reynolds,1.2,Southeast Missouri State
Trace Sadler,0.9,Southeast Missouri State
Jeremy Elyzee,11.1,Southeastern Louisiana
Isaiah Gaines,10.6,Southeastern Louisiana
Jalen Forrest,7.9,Southeastern Louisiana
Makhi Myles,7.7,Southeastern Louisiana
Seth Jones,7.3,Southeastern Louisiana
Peter Hemschemeier,6.4,Southeastern Louisiana
Ethan Pickett,5.1,Southeastern Louisiana
Jaiden Lawrence,5.1,Southeastern Louisiana
C.J. Booker,4.7,Southeastern Louisiana
Kyle Edison,3.2,Southeastern Louisiana
Ahmed Essahaty,2.2,Southeastern Louisiana
Garrett Shoemaker,1.9,Southeastern Louisiana
Ubong Abasi Etim,1.2,Southeastern Louisiana
Rodney Rice,20.3,Southern California
Chad Baker-Mazara,18.5,Southern California
Ezra Ausar,14.8,Southern California
Alijah Arenas,14.1,Southern California
Jacob Cofie,9.9,Southern California
Kam Woods,8.8,Southern California
Jordan Marsh,7.3,Southern California
Jaden Brownell,5.1,Southern California
Amarion Dickerson,4.6,Southern California
Jerry Easter II,4.4,Southern California
Gabe Dynes,2.9,Southern California
Ryan Cornish,2.4,Southern California
Terrance Williams II,2.2,Southern California
Brit Burden,1.0,Southern California
EJ Neal,0.8,Southern California
Jonah Goorin,0.0,Southern California
Patrick O'Brien,0.0,Southern California
Ring Malith,17.0,Southern Illinois Edwardsville
Myles Thompson,10.8,Southern Illinois Edwardsville
Tyler King,9.9,Southern Illinois Edwardsville
Arnas Sakenis,8.8,Southern Illinois Edwardsville
Jack Campion,8.2,Southern Illinois Edwardsville
Darrion Baker,7.3,Southern Illinois Edwardsville
Kyle Thomas,6.7,Southern Illinois Edwardsville
Jo Valrie,6.3,Southern Illinois Edwardsville
Jordan Pickett,5.3,Southern Illinois Edwardsville
CJ Hall,4.7,Southern Illinois Edwardsville
Harrison Alexander,3.5,Southern Illinois Edwardsville
Darius Robinson Jr.,3.4,Southern Illinois Edwardsville
Iwo Baganc,2.8,Southern Illinois Edwardsville
Corentin Efono,1.3,Southern Illinois Edwardsville
Quel'Ron House,15.2,Southern Illinois
Drew Steffe,9.9,Southern Illinois
Rolyns Aligbe,9.5,Southern Illinois
Damien Mayo Jr.,9.1,Southern Illinois
Jalen Haynes,7.9,Southern Illinois
Isaiah Stafford,7.3,Southern Illinois
Prince Aligbe,7.2,Southern Illinois
Davion Sykes,7.1,Southern Illinois
Jorge Moreno,2.8,Southern Illinois
Max Pikaar,1.9,Southern Illinois
Jaheem Webber,1.4,Southern Illinois
Caden Hawkins,1.2,Southern Illinois
Ismail Habib,14.7,Southern Indiana
Amaree Brown,13.8,Southern Indiana
Cardell Bailey,12.6,Southern Indiana
Trey Thomas,11.8,Southern Indiana
Kaden Brown,11.1,Southern Indiana
Tolu Samuels,7.1,Southern Indiana
Ola Ajiboye,6.6,Southern Indiana
Josiah Dunham,4.8,Southern Indiana
Sheridan Sharp,4.4,Southern Indiana
Steven Clay,4.4,Southern Indiana
Braxton Jones,2.3,Southern Indiana
Ben Ezeagu,2.1,Southern Indiana
Devin Curtis,2.1,Southern Indiana
Alem Fejzic,1.6,Southern Indiana
Cayden Gehlhausen,0.4,Southern Indiana
Kevin Miller,19.1,Southern Methodist
Jaron Pierre Jr.,17.6,Southern Methodist
B.J. Edwards,12.7,Southern Methodist
Corey Washington,11.4,Southern Methodist
Samet Yigitoglu,10.7,Southern Methodist
Jaden Toombs,8.3,Southern Methodist
Jermaine O'Neal Jr.,4.5,Southern Methodist
Sam Walters,2.6,Southern Methodist
Mitchell Holmes,1.7,Southern Methodist
B.J. Davis-Ray,1.3,Southern Methodist
Chance Puryear,0.3,Southern Methodist
Niccolo Kalischer-Stork,0.0,Southern Methodist
Nigel Walls,0.0,Southern Methodist
Trey Utter,0.0,Southern Methodist
Tylik Weeks,19.7,Southern Mississippi
Isaac Taveres,15.3,Southern Mississippi
Djahi Binet,11.3,Southern Mississippi
Dylan Brumfield,8.4,Southern Mississippi
Israel Hart,7.7,Southern Mississippi
Curt Lewis,5.4,Southern Mississippi
Chiante Tramble,3.6,Southern Mississippi
Tegra Izay,2.8,Southern Mississippi
Brewer Carruth,2.4,Southern Mississippi
EJ Paymon,2.4,Southern Mississippi
IJ Ezuma,2.1,Southern Mississippi
Fallou Diagne,1.9,Southern Mississippi
Dalyn Brandon,1.6,Southern Mississippi
Felipe Patino,1.6,Southern Mississippi
Robert Cowherd,1.3,Southern Mississippi
Elijah Duval,15.3,Southern Utah
Jaiden Feroah,13.5,Southern Utah
Tanner Hayhurst,10.3,Southern Utah
Isaiah Cottrell,8.8,Southern Utah
Dylan Jones,8.1,Southern Utah
Zach Bell,7.0,Southern Utah
Jalen Lee,5.5,Southern Utah
Cale Barclay,4.6,Southern Utah
Logan Stephens,4.4,Southern Utah
Kai Burdick,4.0,Southern Utah
Lorenzo Abellar,3.0,Southern Utah
Langston Binns,1.4,Southern Utah
Zeplin Kidd,1.1,Southern Utah
Brayden Johnson,0.8,Southern Utah
Chuks Isitua,0.8,Southern Utah
Michael Jacobs,17.3,Southern
Malek Abdelgowad,10.6,Southern
DaMariee Jones,9.9,Southern
Cam Amboree,9.6,Southern
Terrance Dixon Jr.,9.0,Southern
Fazl Oshodi,8.9,Southern
AJ Barnes,8.3,Southern
Rondae Hill,7.2,Southern
Brandon Hardy,3.8,Southern
Jayce Depron,3.6,Southern
Joe Manning,3.1,Southern
Ashton Magee,3.0,Southern
Keith Lamar,2.3,Southern
PJ Dobuol,1.6,Southern
Lionel Bell,1.4,Southern
D'Mari Wiltz,0.0,Southern
Daryl Simmons II,16.4,St Bonaventure
Frank Mitchell,16.3,St Bonaventure
Cayden Charles,12.9,St Bonaventure
Dasonte Bowen,10.9,St Bonaventure
Daniel Egbuniwe,8.2,St Bonaventure
Amar'e Marshall,4.7,St Bonaventure
Joseph Grahovac,4.5,St Bonaventure
Andrew Osasuyi,3.7,St Bonaventure
Ilia Ermakov,2.9,St Bonaventure
Achille Lonati,2.5,St Bonaventure
Jack DeRose,1.0,St Bonaventure
Broek Ostrom,0.8,St Bonaventure
Xander Wedlow,0.0,St Bonaventure
Zuby Ejiofor,16.3,St Johns Ny
Bryce Hopkins,13.6,St Johns Ny
Oziyah Sellers,10.3,St Johns Ny
Ian Jackson,9.4,St Johns Ny
Dillon Mitchell,8.3,St Johns Ny
Joson Sanon,7.9,St Johns Ny
Dylan Darling,6.9,St Johns Ny
Rubén Prey,4.3,St Johns Ny
Lefteris Liotopoulos,2.9,St Johns Ny
Sadiku Ibine Ayo,1.8,St Johns Ny
Kelvin Odih,1.5,St Johns Ny
Handje Tamba,0.6,St Johns Ny
Fotis Konstantinidis,0.4,St Johns Ny
Casper Pohto,0.3,St Johns Ny
Nolan Minessale,19.8,St Thomas Mn
Nick Janowski,16.1,St Thomas Mn
Isaiah Johnson-Arigu,10.5,St Thomas Mn
Carter Bjerke,9.4,St Thomas Mn
Ben Oosterbaan,7.6,St Thomas Mn
Ryan Dufault,5.7,St Thomas Mn
Austin Herro,5.5,St Thomas Mn
Jermaine Coleman,4.4,St Thomas Mn
Hayden Tibbits,3.1,St Thomas Mn
Tim Franks,2.1,St Thomas Mn
Tommy Humphries,1.1,St Thomas Mn
Kyle Counts,1.0,St Thomas Mn
Ryan Lafferty,1.0,St Thomas Mn
Adam Tauer,0.4,St Thomas Mn
Jack Tauer,0.3,St Thomas Mn
Ebuka Okorie,23.2,Stanford
Chisom Okpara,13.9,Stanford
Benny Gealer,10.9,Stanford
Jeremy Dent-Smith,8.2,Stanford
AJ Rohosy,7.6,Stanford
Aidan Cammann,6.5,Stanford
Ryan Agarwal,5.9,Stanford
Oskar Giltay,3.3,Stanford
Donavin Young,2.5,Stanford
Jaylen Thompson,2.3,Stanford
Cameron Grant,2.2,Stanford
Evan Stinson,1.8,Stanford
Ethan Kitch,1.0,Stanford
Kristers Skrinda,0.8,Stanford
Tallis Toure,0.0,Stanford
Keon Thompson,18.5,Stephen F Austin
Lateef Patrick Jr.,15.2,Stephen F Austin
Narit Chotikavanic,9.6,Stephen F Austin
Kam Burton,7.9,Stephen F Austin
Chrishawn Christmas,6.3,Stephen F Austin
Jerald Colonel,5.0,Stephen F Austin
Gediminas Alisas,4.9,Stephen F Austin
Ahamed Mohammed,4.4,Stephen F Austin
Marcus Scurry,3.1,Stephen F Austin
Eltramon Smith Jr.,1.9,Stephen F Austin
Bryceson Melvin,1.8,Stephen F Austin
Tichyque Musaka,1.6,Stephen F Austin
Christian Green,1.0,Stephen F Austin
Harris Dar,0.5,Stephen F Austin
Jamie Phillips Jr.,16.0,Stetson
Ethan Copeland,15.0,Stetson
Collin Kuhl,13.1,Stetson
Jake Johnson,9.2,Stetson
Finley Sheridan,7.0,Stetson
Calvin Sirmans III,6.1,Stetson
Alex Doyle,4.9,Stetson
Daniel Macgregor,4.8,Stetson
J.R. Leonard,3.5,Stetson
Sean Morgan,3.3,Stetson
Matar Diop,2.8,Stetson
Janusz Ratowski,2.2,Stetson
Ben Gladieux,0.8,Stetson
Miller McGowan,0.5,Stetson
Isaac Jones,0.4,Stetson
Davante Hackett,13.6,Stonehill
Hermann Koffi,12.8,Stonehill
Chas Stinson,11.3,Stonehill
Will Batchelder,10.3,Stonehill
Ridvan Tutic,7.1,Stonehill
Raymond Espinal-Guzman,6.3,Stonehill
Ethan Meuser,6.1,Stonehill
Rex Sunderland,4.7,Stonehill
Trenton Ruth,3.4,Stonehill
Pearse McGuinn,2.7,Stonehill
Anthony Holden,2.4,Stonehill
Eino Montin,1.0,Stonehill
Norbu Jenpa,0.8,Stonehill
Charlie Diamantis,0.6,Stonehill
Cory Lovell,0.6,Stonehill
Colin Byrne,0.0,Stonehill
Erik Pratt,19.4,Stony Brook
Rob Brown III,10.8,Stony Brook
Andrej Shoshkikj,10.7,Stony Brook
Richard Goods,7.7,Stony Brook
Collin O'Connor,7.5,Stony Brook
Ethan Simmon,5.8,Stony Brook
Tomas Valentiny,4.8,Stony Brook
Jonah Butler,4.3,Stony Brook
Quin Gorman,3.9,Stony Brook
Oleg Kojenets,2.9,Stony Brook
Toby Onyekonwu,2.3,Stony Brook
Leon Nahar,1.3,Stony Brook
Liam Dagostino,1.0,Stony Brook
Jake Harbatkin,0.7,Stony Brook
Andrew Okafor,0.0,Stony Brook
Donnie Freeman,16.5,Syracuse
Nate Kingz,12.2,Syracuse
JJ Starling,10.9,Syracuse
Naithan George,10.9,Syracuse
William Kyle III,8.4,Syracuse
Kiyan Anthony,8.0,Syracuse
Tyler Betsey,6.7,Syracuse
Sadiq White Jr.,6.1,Syracuse
Calvin Russell III,3.0,Syracuse
Luke Fennell,1.1,Syracuse
Ibrahim Souare,0.9,Syracuse
Bryce Zephir,0.8,Syracuse
Tiefing Diawara,0.5,Syracuse
Noah Lobdell,0.0,Syracuse
Dior Johnson,24.0,Tarleton State
Camron McDowell,13.9,Tarleton State
Freddy Hicks,8.9,Tarleton State
Chris Mpaka,8.1,Tarleton State
Andy Sigiscar,7.2,Tarleton State
Malek Archie,7.0,Tarleton State
AJ Dent Jr.,6.0,Tarleton State
Leroy Kelly IV,5.8,Tarleton State
Kaia Isaac,5.6,Tarleton State
DJ Dormu,5.4,Tarleton State
Jordan Mizell,5.3,Tarleton State
Kade Douglas,5.3,Tarleton State
Ocypher Owens,4.2,Tarleton State
Cam Thomas,2.9,Tarleton State
Matyas Vrabel,2.2,Tarleton State
Damion Porter Jr.,1.3,Tarleton State
Joseph Martinez,0.3,Tarleton State
Roy Marom,0.0,Tarleton State
Derrian Ford,18.1,Temple
Aiden Tobiason,15.3,Temple
Jordan Mason,11.8,Temple
Gavin Griffiths,10.1,Temple
AJ Smith,7.8,Temple
Masiah Gilyard,5.8,Temple
Babatunde Durodola,4.8,Temple
Jamai Felt,3.8,Temple
Connor Gal,2.6,Temple
Cam Wallace,2.1,Temple
Ayuba Bryant Jr.,1.8,Temple
Mohamed Keita,0.7,Temple
Spencer Mahoney,0.2,Temple
Andrija Bukumirović,13.8,Tennessee Martin
Dragos Lungu,13.8,Tennessee Martin
Matas Deniusas,12.5,Tennessee Martin
Filip Radaković,9.4,Tennessee Martin
Pedro Santos,6.9,Tennessee Martin
Afan Trnka,6.5,Tennessee Martin
Filip Petkovski,5.3,Tennessee Martin
Damien King,4.6,Tennessee Martin
AJ Hopkins,3.6,Tennessee Martin
Luca Colceag,3.5,Tennessee Martin
Lamine Niang,3.0,Tennessee Martin
Ty Price,2.4,Tennessee Martin
Ama Sow,2.3,Tennessee Martin
Vladimir Khryapa,2.3,Tennessee Martin
Aaron Nkrumah,17.7,Tennessee State
Travis Harper II,17.1,Tennessee State
Dante Harris,11.7,Tennessee State
Antoine Lorick III,9.8,Tennessee State
Jalen Pitre,6.4,Tennessee State
Khalil London,6.4,Tennessee State
Carlous Williams,5.6,Tennessee State
Jabrion Spikes,2.9,Tennessee State
Kavien Jones,2.7,Tennessee State
Jayden Jones,1.8,Tennessee State
Damon Howard Jr.,1.7,Tennessee State
JC Brooks,1.6,Tennessee State
Jean Yvens Lafleur,1.0,Tennessee State
Alex Garcia,0.7,Tennessee State
JaJuan Nicholls,11.2,Tennessee Tech
Mekhi Cameron,11.2,Tennessee Tech
Dani Pounds,10.6,Tennessee Tech
Brandon Muntu,9.1,Tennessee Tech
Ja'Quavian Florence,6.8,Tennessee Tech
Ty Owens,6.8,Tennessee Tech
Malik Ferguson,5.3,Tennessee Tech
C.J. McPherson,4.5,Tennessee Tech
Mekhi Turner,4.1,Tennessee Tech
Grant Slatten,3.4,Tennessee Tech
Jacobe Whitted,3.1,Tennessee Tech
Jah'Kim Payne,3.0,Tennessee Tech
Colin Ayers,1.0,Tennessee Tech
Owen Varnado,1.0,Tennessee Tech
Hagan Preston,0.8,Tennessee Tech
Ja'Kobi Gillespie,18.4,Tennessee
Nate Ament,16.7,Tennessee
J.P. Estrella,10.0,Tennessee
Felix Okpara,8.0,Tennessee
